[0],,,,,,,,,,,,,,,,,
生日,,,,,,,,,,,,,,,,,
saang1-jat6,,,,,,,,,,,,,,,,,
birthday,,,,,,,,,,,,,,,,,
[1a],,,,,,,,,,,,,,,,,
我,叫,一心,，,十九,歲,，,我,係,佢,女朋友,。,,,,,,
ngo5,giu3,jat1-sam1,#,sap6-gau2,seoi3,#,ngo5,hai6,keoi5,neoi5-pang4-jau5,#,,,,,,
I,am called,Yat Sum,#,nineteen,age,#,I,am,his,girlfriend,#,,,,,,
[1b],,,,,,,,,,,,,,,,,
佢,今日,生日,，,我,整,咗,曲奇,送,畀,佢,，,,,,,,
keoi5,gam1-jat6,saang1-jat6,#,ngo5,zing2,zo2,kuk1-kei4,sung3,bei2,keoi5,#,,,,,,
he,today,birthday,#,I,to make,-ed,cookie,to send,to give,him,#,,,,,,
[1c],,,,,,,,,,,,,,,,,
我,想,佢,開心,。,,,,,,,,,,,,,
ngo5,soeng2,keoi5,hoi1-sam1,#,,,,,,,,,,,,,
I,to want,him,happy,#,,,,,,,,,,,,,
[2a],,,,,,,,,,,,,,,,,
曲奇,係,用,朱古力,整,，,我,知道,佢,鍾意,食,朱古力,。,,,,,
kuk1-kei4,hai6,jung6,zyu1-gu1-lik1,zing2,#,ngo5,zi1-dou3,keoi5,zung1-ji3,sik6,zyu1-gu1-lik1,#,,,,,
cookie,is,to use,chocolate,to make,#,I,to know,him,to like,to eat,chocolate,#,,,,,
[2b],,,,,,,,,,,,,,,,,
其實,曲奇,好,難,整,，,我,又,唔係,好,識,整,，,驚,會,唔好,食,。
kei4-sat6,kuk1-kei4,hou2,naan4,zing2,#,ngo5,jau6,m4-hai6,hou2,sik1,zing2,#,geng1,wui5,m4-hou2,sik6,#
actually,cookie,very,difficult,to make,#,I,again,is not,very,to know,to make,#,afraid,will,do not,to eat,#
[3a],,,,,,,,,,,,,,,,,
今日,晏晝,，,我,同,佢,出街,，,搭,巴士,去,咗,海邊,嘅,公園,。,,
gam1-jat6,aan3-zau3,#,ngo5,tung4,keoi5,ceot1-gaai1,#,daap3,baa1-si2,heoi3,zo2,hoi2-bin1,ge3,gung1-jyun4,#,,
today,afternoon,#,I,and,he,go out,#,to take,bus,to go,-ed,seaside,-,park,#,,
[3b],,,,,,,,,,,,,,,,,
我哋,坐,喺,樹,下,，,我,望住,佢,，,佢,就,一味,玩,電話,。,,
ngo5-dei6,zo6,hai2,syu6,haa6,#,ngo5,mong6-zyu6,keoi5,#,keoi5,zau6,jat1-mei2,waan2,din6-waa2,#,,
we,to sit,at,tree,under,#,I,stare,him,#,he,then,blindly,to play,phone,#,,
[3c],,,,,,,,,,,,,,,,,
我,拍下,佢,個,肚,，,問,：,,,,,,,,,,
ngo5,paak3-haa5,keoi5,go3,tou5,#,man6,#,,,,,,,,,,
I,to hit,him,(measure),tummy,#,to ask,#,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,
「,你,肚唔肚餓,啊,？,」,,,,,,,,,,,,
#,nei5,tou5-m4-tou5-ngo6,aa3,#,#,,,,,,,,,,,,
#,you,hungry not hungry,(particle),#,#,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,
「,吓,？,少少,啦,。,」,,,,,,,,,,,
#,haa2,#,siu2-siu2,laa1,#,#,,,,,,,,,,,
#,what?,#,a bit,(particle),#,#,,,,,,,,,,,
[4c],,,,,,,,,,,,,,,,,
「,噉,你,數,三,聲,吖,！,」,,,,,,,,,
#,gam2,nei5,sou2,saam1,seng1,aa1,#,#,,,,,,,,,
#,then,you,to count,three,sound,(particle),#,#,,,,,,,,,
[4d],,,,,,,,,,,,,,,,,
「,吓,？,哦,。,三,、,二,、,一,……,」,,,,,,
#,haa2,#,ngo4,#,saam1,#,ji6,#,jat1,#,#,,,,,,
#,what?,#,Oh!,#,three,#,two,#,one,#,#,,,,,,
[5a],,,,,,,,,,,,,,,,,
我,喺,我,個,袋,度,拎,咗,啲,曲奇,出嚟,。,,,,,,
ngo5,hai2,ngo5,go3,doi6,dou6,ling1,zo2,di1,kuk1-kei4,ceot1-lai4,#,,,,,,
I,at,I,(measure),bag,place,take,-ed,some,cookie,to come out,#,,,,,,
[5b],,,,,,,,,,,,,,,,,
「,今日,你,生日,，,我,整,咗,曲奇,畀,你,啊,！,」,,,,
#,gam1-jat6,nei5,saang1-jat6,#,ngo5,zing2,zo2,kuk1-kei4,bei2,nei5,aa3,#,#,,,,
#,today,you,birthday,#,I,to make,-ed,cookie,to give,you,(particle),#,#,,,,
[6a],,,,,,,,,,,,,,,,,
佢,望住,我,同,我,手上,嘅,曲奇,，,笑,咗,笑,——,,,,,
keoi5,mong6-zyu6,ngo5,tung4,ngo5,sau2-soeng6,ge3,kuk1-kei4,#,siu3,zo2,siu3,#,,,,,
he,stare,I,and,I,at hand,-,cookie,#,to laugh,-ed,to laugh,#,,,,,
[6b],,,,,,,,,,,,,,,,,
好,傻,、,好,靚仔,，,我,好,開心,。,,,,,,,,
hou2,so4,#,hou2,leng3-zai2,#,ngo5,hou2,hoi1-sam1,#,,,,,,,,
very,silly,#,very,handsome boy,#,I,very,happy,#,,,,,,,,
[6c],,,,,,,,,,,,,,,,,
唔,知,佢,會,唔,會,鍾意,食,我,整,嘅,曲奇,呢,？,,,,
m4,zi1,keoi5,wui5,m4,wui5,zung1-ji3,sik6,ngo5,zing2,ge3,kuk1-kei4,ne1,#,,,,
not,to know,him,will,not,will,to like,to eat,I,to make,-,cookie,(particle),#,,,,
[6d],,,,,,,,,,,,,,,,,
「,啲,曲奇,好唔好,食,啊,？,」,,,,,,,,,,
#,di1,kuk1-kei4,hou2-m4-hou2,sik6,aa3,#,#,,,,,,,,,,
#,some,cookie,good or not,to eat,(particle),#,#,,,,,,,,,,
[7a],,,,,,,,,,,,,,,,,
好,難食,，,啲,曲奇,又,苦,又,硬,。,我,望住,佢,，,同,佢,講,：
hou2,naan4-sik6,#,di1,kuk1-kei4,jau6,fu2,jau6,ngaang6,#,ngo5,mong6-zyu6,keoi5,#,tung4,keoi5,gong2,#
very,taste bad,#,some,cookie,also,bitter,also,hard,#,I,stare,her,#,to,her,to say,#
[7b],,,,,,,,,,,,,,,,,
「,好好,食,啊,！,」,,,,,,,,,,,,
#,hou2-hou2,sik6,aa3,#,#,,,,,,,,,,,,
#,good,to eat,(particle),#,#,,,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,
佢,望住,我,，,又,望住,我,手上,嘅,曲奇,，,笑,咗,笑,——,,,
keoi5,mong6-zyu6,ngo5,#,jau6,mong6-zyu6,ngo5,sau2-soeng6,ge3,kuk1-kei4,#,siu3,zo2,siu3,#,,,
she,stare,I,#,also,stare,I,at hand,-,cookie,#,to laugh,-ed,to laugh,#,,,
[8b],,,,,,,,,,,,,,,,,
好,甜,、,好,靚女,，,佢,好,開心,。,,,,,,,,
hou2,tim4,#,hou2,leng3-neoi2,#,keoi5,hou2,hoi1-sam1,#,,,,,,,,
very,sweet,#,very,pretty girl,#,she ,very,happy,#,,,,,,,,
[9a],,,,,,,,,,,,,,,,,
我,食,晒,佢,整,畀,我,嘅,曲奇,，,,,,,,,,
ngo5,sik6,saai3,keoi5,zing2,bei2,ngo5,ge3,kuk1-kei4,#,,,,,,,,
I,to eat,all,she,to make,to give,I,-,cookie,#,,,,,,,,
[9b],,,,,,,,,,,,,,,,,
跟住,佢,錫,咗,我,幾,啖,……,有啲,口渴,添,。,,,,,,
gan1-zyu6,keoi5,sek3,zo2,ngo5,gei2,daam6,#,jau5-di1,hau2-hot3,tim1,#,,,,,,
and then,she,to kiss,-ed,I,quite,(measure),#,a bit,thirsty,(particle),#,,,,,,
[10a],,,,,,,,,,,,,,,,,
我,叫,允行,，,今日,開始,廿一,歲,，,我,係,佢,男朋友,。,,,,
ngo5,giu3,wan5-hang4,#,gam1-jat6,hoi1-ci2,jaa6-jat1,seoi3,#,ngo5,hai6,keoi5,naam4-pang4-jau5,#,,,,
I,am called,Wan Hang,#,today,to begin,twenty-one,age,#,I,is,her,boyfriend,#,,,,
[10b],,,,,,,,,,,,,,,,,
我,好,愛,我,女朋友,。,,,,,,,,,,,,
ngo5,hou2,oi3,ngo5,neoi5-pang4-jau5,#,,,,,,,,,,,,
I,very,love,I,girlfriend,#,,,,,,,,,,,,